fichier	url_image	page_source	titre	requete	date
/images/cover-cyclisme-maillots.webp	https://cdn-europe1.lanmedia.fr/var/europe1/storage/images/europe1/sport/maillot-jaune-vert-blanc-ou-a-pois-quelles-sont-les-origines-des-couleurs-des-tuniques-du-tour-de-france-4191215/60321599-1-fre-FR/Maillot-jaune-vert-blanc-ou-a-pois-quelles-sont-les-origines-des-couleurs-des-tuniques-du-Tour-de-France.jpg	https://www.europe1.fr/sport/maillot-jaune-vert-blanc-ou-a-pois-quelles-sont-les-origines-des-couleurs-des-tuniques-du-tour-de-france-4191215	Maillot jaune, vert, blanc, à pois... Quelles sont les origines des ...	Tour de France podium maillot jaune vert pois blanc Champs-Elysées	2026-09-24
/images/q-cyclisme-maillots-01.webp	https://media.ouest-france.fr/v1/pictures/MjAyMzA3YzgyY2U3YjI2MTRhNGZlNDRkMWE5YTFkY2IzNzBlN2Y?width=1260&height=708&focuspoint=55%2C52&cropresize=1&client_id=bpeditorial&sign=85e1066e6210d96e82c7aff84d7254e7f796a254290cf169f53de9b6b00f4c24	https://www.ouest-france.fr/tour-de-france/maillot-a-pois-du-tour-de-france-le-classement-de-la-montagne-et-des-grimpeurs-apres-la-19e-etape-2066cafe-27d4-11ee-a0ad-0eea9464400c	Maillot à pois du Tour de France. Le classement de la montagne et des ...	maillot à pois Tour de France grimpeur col montagne	2026-09-24
/images/q-cyclisme-maillots-02.webp	https://cyclingpro.net/spaziociclismo/wp-content/uploads/2025/04/Maglia-Rosa-Giro-dItalia-2025.jpg	https://cyclingpro.net/spaziociclismo/giro-2025/giro-ditalia-2025-presentata-la-nuova-maglia-rosa/	Giro d'Italia 2025, presentata la nuova Maglia Rosa - SpazioCiclismo	maglia rosa Giro d'Italia leader peloton	2026-09-24 # rejetée
/images/q-cyclisme-maillots-03.webp	https://cdn-s-www.ledauphine.com/images/9DCB2C1B-D20F-4936-A463-222B2C0E3BB7/NW_raw/julian-alaphilppe-conserve-son-maillot-arc-en-ciel-une-annee-de-plus-photo-kenzo-tribouillard-afp-1632669794.jpg	https://www.ledauphine.com/sport/2021/09/26/exceptionnel-alaphilippe-conserve-son-titre-de-champion-du-monde	Cyclisme. Exceptionnel, Alaphilippe conserve son titre de champion du ...	Alaphilippe maillot arc-en-ciel champion du monde course	2026-09-24
/images/q-cyclisme-maillots-04.webp	https://www.velopack.fr/wp-content/uploads/2025/07/maillot-blanc-tour-de-france-2025.jpg	https://www.velopack.fr/16225-un-nouveau-maillot-blanc-sur-le-tour-de-france-krys-fete-les-50-ans	Un nouveau maillot blanc sur le Tour de France 2025	maillot blanc meilleur jeune Tour de France podium	2026-09-24
/images/q-cyclisme-maillots-02.webp	https://www.pelotonpost.com/wp-content/uploads/2024/2024_giro_italia/2024_giro_7_pogacar_finish.jpg	https://www.pelotonpost.com/2024-giro-stage-7-itt-pogacar/	2024 Giro Stage 7 ITT: Pogacar! – PelotonPost	Pogacar maglia rosa Giro 2024 stage	2026-09-24
/images/cover-cyclisme-legendes.webp	https://www.leparisien.fr/resizer/-MiT6dV756YkyxfTch5WgIy5Lxc=/932x582/arc-anglerfish-eu-central-1-prod-leparisien.s3.amazonaws.com/public/MAZ2F2RFYJ4XGDDEQP65YZNFDE.jpg	https://www.leparisien.fr/sports/cyclisme/tour-de-france-comment-le-maillot-jaune-a-vu-le-jour-il-y-a-100-ans-un-fabuleux-recit-04-07-2019-8109324.php	Tour de France : comment le maillot jaune a vu le jour il y a 100 ans ...	Eddy Merckx Tour de France maillot jaune photo	2026-09-24
/images/q-cyclisme-legendes-01.webp	https://photo.velo101.com/wordpress/2022/04/emrmv14.jpg	https://www.velo101.com/actualite/eddy-merckx-le-cannibale/	Eddy Merckx, Le Cannibale - Velo 101	Eddy Merckx Cannibale course vélo	2026-09-24
/images/q-cyclisme-legendes-02.webp	https://cdn-s-www.ledauphine.com/images/83AE1DCE-D154-4E8B-A66D-D381D4738474/NW_detail/jacques-anquetil-(a-gauche)-et-raymond-poulidor-a-la-lutte-dans-l-ascension-du-puy-de-dome-le-12-juillet-1964-photo-afp-1688832029.jpg	https://www.ledauphine.com/tour-de-france/2023/07/08/puy-de-dome-une-histoire-ancienne-avec-le-tour	Tour de France. Le duel Poulidor-Anquetil, quand Thévenet détrônait ...	Raymond Poulidor Anquetil Puy de Dôme 1964	2026-09-24
/images/q-cyclisme-legendes-03.webp	https://cdn.mos.cms.futurecdn.net/DuqnRFUrmYjrQKmcxyJtgU.jpg	https://www.cyclingweekly.com/news/racing/julian-alaphilippe-takes-sensational-road-race-victory-at-imola-2020-world-championships-470469	Julian Alaphilippe the new world champion after sensational road race ...	Julian Alaphilippe Imola 2020 champion du monde victoire	2026-09-24
/images/q-cyclisme-legendes-04.webp	https://todaycycling.com/wp-content/uploads/2024/07/tour-de-france-2024-tadej-pogacar-remporte-le-chrono-final-de-nice-et-un-troisieme-sacre-1.jpg	https://todaycycling.com/tour-de-france-2024-tadej-pogacar-remporte-le-chrono-final-de-nice-et-un-troisieme-sacre/	Tour de France 2024. Tadej Pogacar remporte le chrono final de Nice et ...	Pogacar maillot jaune Nice 2024 Tour de France victoire	2026-09-24
/images/cover-football-coupe-du-monde.webp	https://wallpapers4screen.com/Uploads/31-12-2025/96232/thumb2-fifa-world-cup-trophy-gold-cup-bc-place-football-stadium-2026-fifa-world-cup-stadiums.jpg	https://wallpapers4screen.com/fr/sport/trophée-de-la-coupe-du-monde-de-la-fifa-coupe-d'or-place-de-la-colombie-britannique-stade-de-football-stades-de-la-coupe-du-monde-de-la-fifa-2026-96232	Télécharger trophée de la coupe du monde de la fifa, coupe d'or, place ...	trophée Coupe du monde FIFA photo stade	2026-09-24
/images/q-football-coupe-du-monde-01.webp	https://i.pinimg.com/originals/49/d7/1d/49d71d103f1518eb4ecd0cdf7e46bd97.jpg	https://www.pinterest.com/pin/estadio-centenario-montevideo-uruguay-before-the-1930-world-cup-final--132363676534950892/	Estadio Centenario, Montevideo, Uruguay before the 1930 World Cup Final ...	Coupe du monde 1930 Montevideo Estadio Centenario photo historique	2026-09-24
/images/q-football-coupe-du-monde-02.webp	https://i.pinimg.com/originals/c4/31/08/c43108f5ef52e53c98475d53f4b01b8e.jpg	https://mx.pinterest.com/pin/527836018803822217/	Brazil 0-France 3, Zinedine Zidane, Fifa World Cup Final 12 de julio de ...	France Brésil finale 1998 Stade de France Zidane	2026-09-24
/images/q-football-coupe-du-monde-03.webp	https://cdn-s-www.ledauphine.com/images/F9AB759D-C554-4197-BAC5-A390959015D6/NW_raw/que-retenir-de-la-finale-de-2006-une-panenka-osee-un-coup-de-boule-rageur-dans-le-ventre-d-un-materrazzi-provocateur-ou-la-quatrieme-coupe-du-monde-pour-l-italie-tout-depend-d-ou-on-se-place-mais-en-france-on-pleure-deja-le-dernier-match-de-sa-majeste-zidane-exclu-en-prolongations-pour-un-geste-de-rage-apres-avoir-ete-le-maestro-du-tournoi-pour-ses-matchs-epiques-contre-l-espagne-et-le-bresil-photo-roberto-schmidt-afp-1528301795.jpg	https://www.ledauphine.com/sport/2018/06/10/l-histoire-de-la-coupe-du-monde-racontee-en-50-photos	FOOTBALL. L'histoire de la Coupe du monde racontée en 50 photos	Zidane Coupe du monde 2006 Allemagne match	2026-09-24
/images/q-football-coupe-du-monde-04.webp	https://i.la-croix.com/x/smart/2022/05/21/1201216252/Kylian-Mbappe-embrasse-Coupe-mondela-victoire-lequipe-France-finale-contre-Croatie-2018-Moscou_0.jpg	https://www.la-croix.com/Sport/Kylian-Mbappe-cinq-dates-dun-parcours-hors-norme-2022-05-21-1201216252	Kylian Mbappé, les cinq dates d’un parcours hors norme	France Croatie finale 2018 Moscou Mbappé but	2026-09-24
/images/cover-football-clubs.webp	https://www.coeurmarseillais.fr/wp-content/uploads/2025/05/Trophee-des-Champions.jpg	https://www.coeurmarseillais.fr/psg-om-le-trophee-des-champions-2025-ne-se-jouera-pas-cet-ete/	PSG-OM : Le Trophée des Champions 2025 ne se jouera pas cet été	Ligue des champions trophée stade soirée étoiles	2026-09-24 # rejetée
/images/q-football-clubs-01.webp	https://www.reuters.com/resizer/v2/XI4DIZZ7URMA5LUDUSERKVHCIA.jpg?auth=e33d9f504b69bd859bd7e4f0973b5c16c6223cdcb85f31e024a44bf5c4d4e541&width=1920&quality=80	https://www.reuters.com/pictures/photos-real-madrid-celebrates-champions-league-victory-2024-06-02/	In photos: Real Madrid celebrates Champions League victory - June 2 ...	Real Madrid célébration Ligue des champions trophée joueurs	2026-09-24
/images/q-football-clubs-02.webp	https://www.fcbarcelona.com/fcbarcelona/photo/2018/06/07/fde8dc92-66b3-48f3-9996-22008151b267/DanHlskWsAADKM0.jpg	https://ar.inspiredpencil.com/pictures-2023/nou-camp-fc-barcelona	Nou Camp Fc Barcelona	Camp Nou stade Barcelone vue intérieure	2026-09-24 # rejetée
/images/q-football-clubs-03.webp	https://res.cloudinary.com/hello-tickets/image/upload/c_limit,f_auto,q_auto,w_768/v1715858656/post_images/Eurocopa/Allianz_arena_rojo_Cropped.jpg	https://www.hellotickets.fr/allemagne/berlin/euro-2024-calendrier-lieux-groupes/sc-158-5280	Euro 2024 : dates, lieux, groupes et plus - Hellotickets	Allianz Arena Munich illuminée rouge nuit	2026-09-24 # rejetée
/images/q-football-clubs-04.webp	https://cdn0-production-images-kly.akamaized.net/VYcHRgofEKkEdA62PK6b9D7mqjA=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5392762/original/083250800_1761522073-el-clasico-real-madrid-vs-barcelona.jpg	https://www.liputan6.com/bola/read/6195506/ricuh-real-madrid-vs-barcelona-vinicius-dan-lamine-yamal-nyaris-bentrok-usai-el-clasico-di-bernabeu	Ricuh Real Madrid vs Barcelona: Vinicius dan Lamine Yamal Nyaris ...	El Clasico Real Madrid Barcelone match Bernabeu	2026-09-24
/images/cover-football-clubs.webp	https://vulplex.com/images/featured/UEFA-Champions-League-Trophy-Wallpaper-Blue-Stadium-Lights-Starball-Design-68ab6dc20de59.jpg	https://vulplex.com/wallpaper/uefa-champions-league-trophy-blue-stadium-lights-wallpaper/	UEFA Champions League Trophy Blue Stadium Lights Wallpaper | Background ...	Champions League trophy stadium night starball	2026-09-24
/images/q-football-clubs-02.webp	https://www.fcbarcelona.com/fcbarcelona/photo/2018/06/05/999852e5-16ab-44db-98b2-48d28823224e/oeNpBNJV.jpg	https://www.fcbarcelona.com/en/club/news/700624/biggest-crowd-of-the-season-at-camp-nou	Biggest crowd of the season at Camp Nou	Camp Nou stadium match crowd aerial photo	2026-09-24
/images/q-football-clubs-03.webp	https://cdn.bleacherreport.net/images_root/slides/photos/000/385/168/ACMilan_original.jpg?1283971143	https://bleacherreport.com/articles/455391-20102011-uefa-champions-league-10-reasons-ac-milan-can-win-the-cup	2010/2011 UEFA Champions League: 10 Reasons AC Milan Can Win The Cup	AC Milan Champions League 2007 Athens trophy celebration	2026-09-24 # rejetée
/images/q-football-clubs-03.webp	https://editorial.uefa.com/resources/025d-0f55e0845698-5dae4c26c021-1000/bt_sport._football._uefa_champions_league_final._athens._23rd_may_2007._ac_milan_2_v_liverpool_1._ac_milan_celebrate_with_the_trophy_with_captian_paolo_maldini_and_goal_scorer_filippo_inzaghi_centre..jpeg	https://www.uefa.com/uefachampionsleague/news/01c1-0e6e500c2c66-db2412e7ba39-1000--inzaghi-inspires-milan-to-glory/	Inzaghi inspires Milan to glory | UEFA Champions League 2006/07 | UEFA.com	AC Milan Champions League 2007 Athens trophy celebration	2026-09-24
/images/cover-formule-1-circuits.webp	https://events.com.au/wp-content/uploads/2024/05/Monaco-Grand-Prix-2025.jpg	https://ar.inspiredpencil.com/pictures-2023/f1-monte-carlo-2026	F1 Monte Carlo 2026	Monaco Grand Prix F1 cars harbour aerial view	2026-09-24
/images/q-formule-1-circuits-01.webp	https://imagenes.20minutos.es/files/image_1920_1080/uploads/imagenes/2023/07/28/eau-rouge-y-le-raidillon-durante-el-gp-de-belgica-de-2022.jpeg	https://www.20minutos.es/deportes/noticia/5160826/0/eau-rouge-le-raidillon-las-curvas-mas-iconicas-formula-1-marcadas-por-tragedia/	Eau Rouge y Le Raidillon: las curvas más icónicas de la Fórmula 1 ...	Eau Rouge Raidillon Spa F1 cars	2026-09-24
/images/q-formule-1-circuits-02.webp	https://chase-your-sport-images.s3.amazonaws.com/blogImage/880x600/1726898895480-35724.webp	https://www.chaseyoursport.com/formula-1/singapore-grand-prix-f1-night-race-history-stats-and-records-of-the-marina-bay-street-circuit/9853	Singapore Grand Prix (F1’s Night Race): History, stats, and records of ...	Singapore Grand Prix night race Marina Bay F1	2026-09-24 # rejetée
/images/q-formule-1-circuits-03.webp	https://www.racefans.net/wp-content/uploads/2022/11/Sunday-at-Brazilian-GPSI202211130409_hires_jpeg_24bit_rgb.jpg	https://www.racefans.net/2022/11/13/2022-brazilian-grand-prix-in-pictures/f1-grand-prix-of-brazil-182/	Race start, Interlagos, 2022 · RaceFans	Interlagos Grand Prix Brazil F1 race start	2026-09-24 # rejetée
/images/q-formule-1-circuits-04.webp	https://live.staticflickr.com/3212/2650411348_5561a9a594_b.jpg	https://www.flickr.com/photos/checco/2650411348/	Monte Carlo Circuit - The Tunnel Exit | The famous tunnel se… | Flickr	Monaco tunnel F1 car exit	2026-09-24
/images/q-formule-1-circuits-02.webp	https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1295,h_863/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/odgyf7ui9fioeyytcntg/FORMULA1SINGAPOREAIRLINESSINGAPOREGRANDPRIX2019Ticket.jpg	https://www.klook.com/en-PH/activity/24259-formula-airlines-grand-prix-singapore/	FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2019 Ticket - Klook ...	Marina Bay street circuit night F1 floodlights skyline	2026-09-24 # rejetée
/images/q-formule-1-circuits-03.webp	https://images.pexels.com/photos/31103459/pexels-photo-31103459/free-photo-of-aerial-view-of-sao-paulo-interlagos-racetrack.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	https://www.pexels.com/photo/aerial-view-of-sao-paulo-interlagos-racetrack-31103459/	Aerial View of São Paulo Interlagos Racetrack · Free Stock Photo	Interlagos circuit aerial view Sao Paulo	2026-09-24
/images/q-formule-1-circuits-02.webp	https://images.ps-aws.com/c?url=https:%2F%2Fd3cm515ijfiu6w.cloudfront.net%2Fwp-content%2Fuploads%2F2023%2F09%2F12222636%2Frenault-fernando-alonso-2008-singapore-grand-prix.jpg	https://www.planetf1.com/news/ferrari-alpine-ing-flavio-briatore-preservation-order-felipe-massa-f1-case	Ferrari, Alpine, Flavio Briatore, and former Renault sponsor given ...	F1 night race cars under floodlights Singapore 2008 Alonso Renault	2026-09-24
/images/cover-formule-1-records.webp	https://wallpapercave.com/wp/wp12298367.jpg	https://wallpapercave.com/f1-miami-2023-wallpapers	F1 Miami 2023 Wallpapers - Wallpaper Cave	Formula 1 race start grid cars 2023	2026-09-24
/images/q-formule-1-records-01.webp	https://cdn.motorsportmagazine.com/wp-content/uploads/2016/03/19120811/SPAGP16.jpg	https://www.motorsportmagazine.com/articles/single-seaters/f1/2016-spanish-grand-prix-report	2016 Spanish Grand Prix report - Motor Sport Magazine	Verstappen first win Spain 2016 podium Red Bull	2026-09-24
/images/q-formule-1-records-02.webp	https://c.wallhere.com/photos/c1/58/Formula_1_Ferrari-134864.jpg!d	https://fity.club/lists/suggestions/One-Ferrari-Pit-Stop/	One Ferrari Pit Stop Review: LEGO City F1 Pit Stop & Pit Crew With	Ferrari F1 pit crew Scuderia garage	2026-09-24
/images/q-formule-1-records-03.webp	https://www.hungamaexpress.com/assets/uploads/updates/2026-01-17/39405_035319_cadillac-f1-debut-car-completes-first-track-run-in-silverstone-shakedown-ahead-of-2026-season_updates.jpg	https://www.hungamaexpress.com/news/39405-cadillac-f1-debut-car-completes-first-track-run-in-silverstone-shakedown-ahead-of-2026-season	Cadillac F1 debut: Car completes first track run in Silverstone ...	Cadillac F1 car 2026 track	2026-09-24
/images/q-formule-1-records-04.webp	https://static.independent.co.uk/2023/05/07/11/SEI154877794.jpg	https://qaqooking.wiki/all/how-to/lewis-hamilton-mercedes-car	Lewis Hamilton Mercedes Car	Lewis Hamilton Mercedes F1 car race	2026-09-24
/images/cover-jeux-olympiques-villes.webp	https://www.lightzoomlumiere.fr/wp-content/uploads/2024/07/Ceremonie-ouverture-JO-Paris-2024-allumage-vasque-olympique-au-jardin-des-Tuileries-Marie-Jose-Perec-et-Teddy-Riner-France-Copyright-IOC-Khojiro-Kinno-900x586.jpg	https://www.lightzoomlumiere.fr/realisation/ceremonie-ouverture-jo-paris-2024-seine-en-scene/	Cérémonie d'ouverture, JO de Paris 2024 : la Seine en scène	Paris 2024 cérémonie ouverture vasque olympique Tuileries	2026-09-24
/images/q-jeux-olympiques-villes-01.webp	https://img.peapix.com/697544838814431115_UHD.jpg?attachment&modal	https://peapix.com/bing/7226	Cérémonie d’ouverture des Jeux olympique de 1896 dans le stade ...	Jeux olympiques Athènes 1896 stade Panathénaïque photo	2026-09-24
/images/q-jeux-olympiques-villes-02.webp	https://s.hdnux.com/photos/07/71/46/2070938/10/1200x0.jpg	https://www.sfgate.com/sports/article/Beijing-Olympics-Opening-Ceremonies-a-big-hit-3200500.php	Beijing Olympics' Opening Ceremonies a big hit	Beijing 2008 Olympics Bird's Nest stadium opening ceremony	2026-09-24 # rejetée
/images/q-jeux-olympiques-villes-03.webp	https://wavejourney.com/wp-content/uploads/2015/03/Vancouver-Olympic-Cauldron.jpg	https://wavejourney.com/photo-of-the-day/vancouver-2010-winter-olympics-cauldron/	Vancouver 2010 Winter Olympics Cauldron | WAVEJourney	Vancouver 2010 Olympic Winter Games cauldron	2026-09-24
/images/q-jeux-olympiques-villes-04.webp	https://img.olympics.com/images/image/private/t_s_cc_photoGallery_d/f_auto/primary/tfiwhkpbesslylhm4tbo	https://www.olympics.com/de/olympic-games/st-moritz-1928	Olympische Winterspiele St. Moritz 1928 - Athleten, Medaillen & Ergebnisse	St. Moritz 1928 Winter Olympics historic photo	2026-09-24 # rejetée
/images/q-jeux-olympiques-villes-02.webp	http://davemiers.com/wp-content/uploads/2008/08/beijing_birds_nest_stadium.jpg	https://davemiers.com/2008-beijing-olympic-games/	2008 Beijing Olympic Games | GOSPEL ON REPEAT	Beijing 2008 Olympics Bird's Nest stadium opening ceremony	2026-09-24
/images/q-jeux-olympiques-villes-04.webp	https://img.olympicchannel.com/images/image/private/t_16-9_760/f_auto/v1538355600/primary/ukp79juiolk46w5vbsri	https://olympics.com/es/galleries/lake-placid-1932	Lake Placid 1932	Lake Placid 1932 Winter Olympics bobsleigh historic	2026-09-24
/images/cover-jeux-olympiques-symboles.webp	https://img.20mn.fr/ZwnweCxxQ06z1gnsfKAQ8g/1444x920_le_drapeau_olympique	https://www.20minutes.fr/sport/3098359-20210806-jeux-olympiques-paris-2024-drapeau-anneaux-arrive-paris-avant-faire-tour-france	Jeux olympiques Paris 2024 : Le drapeau aux anneaux arrive à Paris ...	drapeau olympique anneaux flotte stade	2026-09-24
/images/q-jeux-olympiques-symboles-01.webp	https://images.pexels.com/photos/31376813/pexels-photo-31376813/free-photo-of-olympic-rings-monument-in-paris-france.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	https://www.pexels.com/photo/olympic-rings-monument-in-paris-france-31376813/	Olympic Rings Monument in Paris, France · Free Stock Photo	Olympic rings monument photo	2026-09-24
/images/q-jeux-olympiques-symboles-02.webp	https://olympique.ca/wp-content/uploads/sites/2/2020/03/flambeau-olympique-flamme-equipe-canada-olympie.jpg?resize=232	https://olympique.ca/2020/03/12/foire-aux-questions-le-relais-de-la-flamme-olympique/	Foire aux questions : Le relais de la flamme olympique - Équipe Canada ...	allumage flamme olympique Olympie prêtresse miroir	2026-09-24
/images/q-jeux-olympiques-symboles-03.webp	https://media.cnn.com/api/v1/images/stellar/prod/2024-02-08t100907z-2025460963-rc2pt5a2isto-rtrmadp-3-olympics-2024-medals.jpeg?q=w_2000,c_fill	https://edition.cnn.com/2024/02/08/style/paris-olympics-2024-medals/index.html	Paris 2024 Olympic medals to feature iron from the Eiffel Tower | CNN	médaille d'or Paris 2024 hexagone tour Eiffel Chaumet	2026-09-24
/images/q-jeux-olympiques-symboles-04.webp	https://www.francebleu.fr/s3/cruiser-production/2022/11/ccb9072b-702e-427d-a03b-1bf58ce84cda/1200x680_000_32ne9e3.jpg	https://www.francebleu.fr/infos/societe/jo-de-paris-2024-decouvrez-les-phryges-les-mascottes-en-forme-de-bonnet-phrygien-1668423068?amp	JO de Paris 2024 : découvrez les Phryges, les mascottes en forme de ...	Phryges mascottes Paris 2024	2026-09-24
/images/cover-rugby-six-nations.webp	https://media.sudouest.fr/18855959/1000x625/sudouest-photo-1-31303744-1600.jpg?v=1710491799	https://www.sudouest.fr/sport/rugby/les-crunch-du-tournoi-des-six-nations-en-images-vingt-ans-de-rencontres-france-angleterre-18855959.php	Les “Crunch” du Tournoi des Six-Nations : en images, vingt ans de chocs ...	Tournoi des Six Nations France Angleterre Stade de France match	2026-09-24
/images/q-rugby-six-nations-01.webp	https://www.billets-rugby.com/wp-content/uploads/2025/04/Stadio-olimpico-a-Rome-lors-dun-match-de-rugby-du-tournoi-des-6-Nations.jpg.webp	https://www.billets-rugby.com/billet-italie-france/	Billet rugby Italie - France 6 Nations 2027 : Réservez vos places dès ...	Italie rugby Stadio Olimpico Rome Six Nations	2026-09-24
/images/q-rugby-six-nations-02.webp	https://www.sportphotogallery.com/content/images/cmsfiles/product/39228/40052-zoom.jpg	https://www.sportphotogallery.com/rugby/scotland-calcutta-cup-winners-v-england-murrayfield-six-nations-2022-39228/	Scotland Calcutta Cup winners v England Murrayfield Six Nations 2022 ...	Calcutta Cup trophy Scotland England Murrayfield	2026-09-24 # rejetée
/images/q-rugby-six-nations-03.webp	https://d2cx26qpfwuhvu.cloudfront.net/wales/wp-content/uploads/2018/09/25112016/PrincipalityStadium.jpg	https://wales-site.soticcloud.net/principality-stadium/	Welsh Rugby Union | Wales & Regions | Principality Stadium	Principality Stadium Cardiff rugby Wales match	2026-09-24
/images/q-rugby-six-nations-04.webp	https://images.bfmtv.com/sUbMmmCCNZGfQ2DnUjh_H-gHlYs=/0x133:2048x1285/2048x0/images/Antoine-Dupont-posant-avec-le-trophee-du-Tournoi-des-6-Nations-lors-de-la-presentation-de-l-edition-2026-2229635.jpg	https://rmcsport.bfmtv.com/rugby/tournoi-des-6-nations/6-nations-2026-france-angleterre-irlande-qui-sont-les-favoris-du-tournoi_AV-202602040561.html	6 Nations 2026: France, Angleterre, Irlande... Qui sont les favoris du ...	France vainqueur Tournoi des Six Nations 2026 trophée Dupont	2026-09-24
/images/q-rugby-six-nations-02.webp	https://i.ytimg.com/vi/Sr9Rqv4BEaA/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFEgZSgyMA8=&rs=AOn4CLAVG7PcE0kSTEAlg4jMaLsCmhBYWA	https://www.youtube.com/watch?v=Sr9Rqv4BEaA	Scottish national anthem six nations 2024 italy vs scotland Flower of ...	Scotland rugby team anthem Six Nations stadium crowd	2026-09-24
